,Hemisphere,Day,Month,Year,Date,Temperature Variation
2746,Northern,01,July,1947,01/July/1947,-0.03
2747,Northern,01,July,1948,01/July/1948,0.01
2748,Northern,01,July,1949,01/July/1949,-0.11
2749,Northern,01,July,1950,01/July/1950,-0.18
2750,Northern,01,July,1951,01/July/1951,0.08
2751,Northern,01,July,1952,01/July/1952,0.14
2752,Northern,01,July,1953,01/July/1953,0.21
2753,Northern,01,July,1954,01/July/1954,-0.11
2754,Northern,01,July,1955,01/July/1955,-0.05
2755,Northern,01,July,1956,01/July/1956,-0.2
2756,Northern,01,July,1957,01/July/1957,0.11
2757,Northern,01,July,1958,01/July/1958,0.04
2758,Northern,01,July,1959,01/July/1959,0.05
2759,Northern,01,July,1960,01/July/1960,0.09
2760,Northern,01,July,1961,01/July/1961,0.06
2761,Northern,01,July,1962,01/July/1962,0.1
2762,Northern,01,July,1963,01/July/1963,0.1
2763,Northern,01,July,1964,01/July/1964,-0.13
2764,Northern,01,July,1965,01/July/1965,-0.18
2765,Northern,01,July,1966,01/July/1966,0.11
2766,Northern,01,July,1967,01/July/1967,0.05
2767,Northern,01,July,1968,01/July/1968,-0.08
2768,Northern,01,July,1969,01/July/1969,0.06
2769,Northern,01,July,1970,01/July/1970,-0.04
2770,Northern,01,July,1971,01/July/1971,-0.13
2771,Northern,01,July,1972,01/July/1972,-0.05
2772,Northern,01,July,1973,01/July/1973,0.04
2773,Northern,01,July,1974,01/July/1974,-0.12
2774,Northern,01,July,1975,01/July/1975,-0.06
2775,Northern,01,July,1976,01/July/1976,-0.26
2776,Northern,01,July,1977,01/July/1977,0.09
2777,Northern,01,July,1978,01/July/1978,-0.07
2778,Northern,01,July,1979,01/July/1979,0.05
2779,Northern,01,July,1980,01/July/1980,0.14
2780,Northern,01,July,1981,01/July/1981,0.09
2781,Northern,01,July,1982,01/July/1982,0.05
2782,Northern,01,July,1983,01/July/1983,0.21
2783,Northern,01,July,1984,01/July/1984,0.09
2784,Northern,01,July,1985,01/July/1985,-0.07
2785,Northern,01,July,1986,01/July/1986,-0.02
2786,Northern,01,July,1987,01/July/1987,0.26
2787,Northern,01,July,1988,01/July/1988,0.42
2788,Northern,01,July,1989,01/July/1989,0.32
2789,Northern,01,July,1990,01/July/1990,0.33
2790,Northern,01,July,1991,01/July/1991,0.43
2791,Northern,01,July,1992,01/July/1992,-0.1
2792,Northern,01,July,1993,01/July/1993,0.12
2793,Northern,01,July,1994,01/July/1994,0.34
2794,Northern,01,July,1995,01/July/1995,0.38
2795,Northern,01,July,1996,01/July/1996,0.29
2796,Northern,01,July,1997,01/July/1997,0.41
2797,Northern,01,July,1998,01/July/1998,0.75
2798,Northern,01,July,1999,01/July/1999,0.36
2799,Northern,01,July,2000,01/July/2000,0.42
2800,Northern,01,July,2001,01/July/2001,0.63
2801,Northern,01,July,2002,01/July/2002,0.66
2802,Northern,01,July,2003,01/July/2003,0.68
2803,Northern,01,July,2004,01/July/2004,0.5
2804,Northern,01,July,2005,01/July/2005,0.75
2805,Northern,01,July,2006,01/July/2006,0.7
2806,Northern,01,July,2007,01/July/2007,0.66
2807,Northern,01,July,2008,01/July/2008,0.6
2808,Northern,01,July,2009,01/July/2009,0.69
2809,Northern,01,July,2010,01/July/2010,0.89
2810,Northern,01,July,2011,01/July/2011,0.73
2811,Northern,01,July,2012,01/July/2012,0.86
2812,Northern,01,July,2013,01/July/2013,0.7
2813,Northern,01,July,2014,01/July/2014,0.77
2814,Northern,01,July,2015,01/July/2015,0.92
2815,Northern,01,July,2016,01/July/2016,1.05
2816,Northern,01,July,2017,01/July/2017,0.97
2817,Northern,01,July,2018,01/July/2018,0.91
2818,Northern,01,July,2019,01/July/2019,1.04
2819,Northern,01,July,2020,01/July/2020,1.11
2820,Southern,01,July,1880,01/July/1880,-0.16
2821,Southern,01,July,1881,01/July/1881,-0.07
2822,Southern,01,July,1882,01/July/1882,-0.04
2823,Southern,01,July,1883,01/July/1883,-0.08
2824,Southern,01,July,1884,01/July/1884,-0.21
2825,Southern,01,July,1885,01/July/1885,-0.33
2826,Southern,01,July,1886,01/July/1886,-0.21
2827,Southern,01,July,1887,01/July/1887,-0.27
2828,Southern,01,July,1888,01/July/1888,-0.2
2829,Southern,01,July,1889,01/July/1889,-0.07
2830,Southern,01,July,1890,01/July/1890,-0.32
2831,Southern,01,July,1891,01/July/1891,-0.23
2832,Southern,01,July,1892,01/July/1892,-0.26
2833,Southern,01,July,1893,01/July/1893,-0.14
2834,Southern,01,July,1894,01/July/1894,-0.26
2835,Southern,01,July,1895,01/July/1895,-0.14
2836,Southern,01,July,1896,01/July/1896,-0.04
2837,Southern,01,July,1897,01/July/1897,-0.07
2838,Southern,01,July,1898,01/July/1898,-0.32
2839,Southern,01,July,1899,01/July/1899,-0.15
2840,Southern,01,July,1900,01/July/1900,-0.12
2841,Southern,01,July,1901,01/July/1901,-0.29
2842,Southern,01,July,1902,01/July/1902,-0.22
2843,Southern,01,July,1903,01/July/1903,-0.27
2844,Southern,01,July,1904,01/July/1904,-0.42
2845,Southern,01,July,1905,01/July/1905,-0.3
2846,Southern,01,July,1906,01/July/1906,-0.18
2847,Southern,01,July,1907,01/July/1907,-0.29
2848,Southern,01,July,1908,01/July/1908,-0.34
2849,Southern,01,July,1909,01/July/1909,-0.45
2850,Southern,01,July,1910,01/July/1910,-0.3
2851,Southern,01,July,1911,01/July/1911,-0.45
2852,Southern,01,July,1912,01/July/1912,-0.31
2853,Southern,01,July,1913,01/July/1913,-0.19
2854,Southern,01,July,1914,01/July/1914,-0.12
2855,Southern,01,July,1915,01/July/1915,-0.13
2856,Southern,01,July,1916,01/July/1916,-0.4
2857,Southern,01,July,1917,01/July/1917,-0.18
2858,Southern,01,July,1918,01/July/1918,-0.28
2859,Southern,01,July,1919,01/July/1919,-0.25
2860,Southern,01,July,1920,01/July/1920,-0.33
2861,Southern,01,July,1921,01/July/1921,-0.25
2862,Southern,01,July,1922,01/July/1922,-0.27
2863,Southern,01,July,1923,01/July/1923,-0.32
2864,Southern,01,July,1924,01/July/1924,-0.34
2865,Southern,01,July,1925,01/July/1925,-0.26
2866,Southern,01,July,1926,01/July/1926,-0.32
2867,Southern,01,July,1927,01/July/1927,-0.29
2868,Southern,01,July,1928,01/July/1928,-0.28
2869,Southern,01,July,1929,01/July/1929,-0.38
2870,Southern,01,July,1930,01/July/1930,-0.37
2871,Southern,01,July,1931,01/July/1931,-0.14
2872,Southern,01,July,1932,01/July/1932,-0.34
2873,Southern,01,July,1933,01/July/1933,-0.3
2874,Southern,01,July,1934,01/July/1934,-0.16
2875,Southern,01,July,1935,01/July/1935,-0.37
2876,Southern,01,July,1936,01/July/1936,-0.28
2877,Southern,01,July,1937,01/July/1937,-0.2
2878,Southern,01,July,1938,01/July/1938,-0.18
2879,Southern,01,July,1939,01/July/1939,-0.15
2880,Southern,01,July,1940,01/July/1940,0.09
2881,Southern,01,July,1941,01/July/1941,0.21
2882,Southern,01,July,1942,01/July/1942,0.0
2883,Southern,01,July,1943,01/July/1943,0.18
2884,Southern,01,July,1944,01/July/1944,0.23
2885,Southern,01,July,1945,01/July/1945,0.02
2886,Southern,01,July,1946,01/July/1946,-0.21
2887,Southern,01,July,1947,01/July/1947,-0.05
2888,Southern,01,July,1948,01/July/1948,-0.23
2889,Southern,01,July,1949,01/July/1949,-0.15
2890,Southern,01,July,1950,01/July/1950,-0.01
2891,Southern,01,July,1951,01/July/1951,-0.09
2892,Southern,01,July,1952,01/July/1952,-0.05
2893,Southern,01,July,1953,01/July/1953,-0.19
2894,Southern,01,July,1954,01/July/1954,-0.28
2895,Southern,01,July,1955,01/July/1955,-0.19
2896,Southern,01,July,1956,01/July/1956,0.0
2897,Southern,01,July,1957,01/July/1957,-0.06
2898,Southern,01,July,1958,01/July/1958,0.06
2899,Southern,01,July,1959,01/July/1959,0.02
2900,Southern,01,July,1960,01/July/1960,-0.16
2901,Southern,01,July,1961,01/July/1961,-0.04
2902,Southern,01,July,1962,01/July/1962,-0.06
2903,Southern,01,July,1963,01/July/1963,0.02
2904,Southern,01,July,1964,01/July/1964,0.04
2905,Southern,01,July,1965,01/July/1965,-0.08
2906,Southern,01,July,1966,01/July/1966,0.06
2907,Southern,01,July,1967,01/July/1967,-0.01
2908,Southern,01,July,1968,01/July/1968,-0.17
2909,Southern,01,July,1969,01/July/1969,-0.13
2910,Southern,01,July,1970,01/July/1970,0.07
2911,Southern,01,July,1971,01/July/1971,-0.03
2912,Southern,01,July,1972,01/July/1972,0.08
2913,Southern,01,July,1973,01/July/1973,0.21
2914,Southern,01,July,1974,01/July/1974,0.06
2915,Southern,01,July,1975,01/July/1975,0.04
2916,Southern,01,July,1976,01/July/1976,0.07
2917,Southern,01,July,1977,01/July/1977,0.32
2918,Southern,01,July,1978,01/July/1978,0.16
2919,Southern,01,July,1979,01/July/1979,0.03
2920,Southern,01,July,1980,01/July/1980,0.31
2921,Southern,01,July,1981,01/July/1981,0.54
2922,Southern,01,July,1982,01/July/1982,0.25
2923,Southern,01,July,1983,01/July/1983,0.17
2924,Southern,01,July,1984,01/July/1984,0.3
2925,Southern,01,July,1985,01/July/1985,0.15
2926,Southern,01,July,1986,01/July/1986,0.25
2927,Southern,01,July,1987,01/July/1987,0.56
2928,Southern,01,July,1988,01/July/1988,0.24
2929,Southern,01,July,1989,01/July/1989,0.36
2930,Southern,01,July,1990,01/July/1990,0.58
2931,Southern,01,July,1991,01/July/1991,0.52
2932,Southern,01,July,1992,01/July/1992,0.27
2933,Southern,01,July,1993,01/July/1993,0.38
2934,Southern,01,July,1994,01/July/1994,0.27
2935,Southern,01,July,1995,01/July/1995,0.53
2936,Southern,01,July,1996,01/July/1996,0.43
2937,Southern,01,July,1997,01/July/1997,0.28
2938,Southern,01,July,1998,01/July/1998,0.59
2939,Southern,01,July,1999,01/July/1999,0.41
2940,Southern,01,July,2000,01/July/2000,0.35
2941,Southern,01,July,2001,01/July/2001,0.55
2942,Southern,01,July,2002,01/July/2002,0.56
2943,Southern,01,July,2003,01/July/2003,0.5
2944,Southern,01,July,2004,01/July/2004,0.05
2945,Southern,01,July,2005,01/July/2005,0.5
2946,Southern,01,July,2006,01/July/2006,0.41
2947,Southern,01,July,2007,01/July/2007,0.55
2948,Southern,01,July,2008,01/July/2008,0.6
2949,Southern,01,July,2009,01/July/2009,0.8
2950,Southern,01,July,2010,01/July/2010,0.37
2951,Southern,01,July,2011,01/July/2011,0.68
2952,Southern,01,July,2012,01/July/2012,0.32
2953,Southern,01,July,2013,01/July/2013,0.51
2954,Southern,01,July,2014,01/July/2014,0.4
2955,Southern,01,July,2015,01/July/2015,0.57
2956,Southern,01,July,2016,01/July/2016,0.67
2957,Southern,01,July,2017,01/July/2017,0.67
2958,Southern,01,July,2018,01/July/2018,0.75
2959,Southern,01,July,2019,01/July/2019,0.86
2960,Southern,01,July,2020,01/July/2020,0.69
2961,Global,01,August,1880,01/August/1880,-0.09
2962,Global,01,August,1881,01/August/1881,-0.02
2963,Global,01,August,1882,01/August/1882,-0.06
2964,Global,01,August,1883,01/August/1883,-0.12
2965,Global,01,August,1884,01/August/1884,-0.27
2966,Global,01,August,1885,01/August/1885,-0.3
2967,Global,01,August,1886,01/August/1886,-0.3
2968,Global,01,August,1887,01/August/1887,-0.34
2969,Global,01,August,1888,01/August/1888,-0.15
2970,Global,01,August,1889,01/August/1889,-0.2
2971,Global,01,August,1890,01/August/1890,-0.38
2972,Global,01,August,1891,01/August/1891,-0.17
2973,Global,01,August,1892,01/August/1892,-0.27
2974,Global,01,August,1893,01/August/1893,-0.24
2975,Global,01,August,1894,01/August/1894,-0.23
2976,Global,01,August,1895,01/August/1895,-0.16
2977,Global,01,August,1896,01/August/1896,-0.05
2978,Global,01,August,1897,01/August/1897,-0.09
2979,Global,01,August,1898,01/August/1898,-0.25
2980,Global,01,August,1899,01/August/1899,-0.08
2981,Global,01,August,1900,01/August/1900,-0.08
2982,Global,01,August,1901,01/August/1901,-0.2
2983,Global,01,August,1902,01/August/1902,-0.29
2984,Global,01,August,1903,01/August/1903,-0.44
2985,Global,01,August,1904,01/August/1904,-0.48
2986,Global,01,August,1905,01/August/1905,-0.19
2987,Global,01,August,1906,01/August/1906,-0.19
2988,Global,01,August,1907,01/August/1907,-0.33
2989,Global,01,August,1908,01/August/1908,-0.45
2990,Global,01,August,1909,01/August/1909,-0.32
2991,Global,01,August,1910,01/August/1910,-0.35
2992,Global,01,August,1911,01/August/1911,-0.43
2993,Global,01,August,1912,01/August/1912,-0.53
2994,Global,01,August,1913,01/August/1913,-0.33
2995,Global,01,August,1914,01/August/1914,-0.15
2996,Global,01,August,1915,01/August/1915,-0.21
2997,Global,01,August,1916,01/August/1916,-0.27
2998,Global,01,August,1917,01/August/1917,-0.21
2999,Global,01,August,1918,01/August/1918,-0.31
3000,Global,01,August,1919,01/August/1919,-0.32
3001,Global,01,August,1920,01/August/1920,-0.26
3002,Global,01,August,1921,01/August/1921,-0.25
3003,Global,01,August,1922,01/August/1922,-0.32
3004,Global,01,August,1923,01/August/1923,-0.32
3005,Global,01,August,1924,01/August/1924,-0.35
3006,Global,01,August,1925,01/August/1925,-0.19
3007,Global,01,August,1926,01/August/1926,-0.13
3008,Global,01,August,1927,01/August/1927,-0.24
3009,Global,01,August,1928,01/August/1928,-0.22
3010,Global,01,August,1929,01/August/1929,-0.32
3011,Global,01,August,1930,01/August/1930,-0.15
3012,Global,01,August,1931,01/August/1931,-0.04
3013,Global,01,August,1932,01/August/1932,-0.22
3014,Global,01,August,1933,01/August/1933,-0.24
3015,Global,01,August,1934,01/August/1934,-0.12
3016,Global,01,August,1935,01/August/1935,-0.21
3017,Global,01,August,1936,01/August/1936,-0.13
3018,Global,01,August,1937,01/August/1937,0.02
3019,Global,01,August,1938,01/August/1938,-0.05
3020,Global,01,August,1939,01/August/1939,-0.06
3021,Global,01,August,1940,01/August/1940,0.07
3022,Global,01,August,1941,01/August/1941,0.15
3023,Global,01,August,1942,01/August/1942,-0.04
3024,Global,01,August,1943,01/August/1943,0.01
3025,Global,01,August,1944,01/August/1944,0.18
3026,Global,01,August,1945,01/August/1945,0.26
3027,Global,01,August,1946,01/August/1946,-0.2
3028,Global,01,August,1947,01/August/1947,-0.07
3029,Global,01,August,1948,01/August/1948,-0.12
3030,Global,01,August,1949,01/August/1949,-0.13
3031,Global,01,August,1950,01/August/1950,-0.16
3032,Global,01,August,1951,01/August/1951,0.06
3033,Global,01,August,1952,01/August/1952,0.05
3034,Global,01,August,1953,01/August/1953,0.05
3035,Global,01,August,1954,01/August/1954,-0.17
3036,Global,01,August,1955,01/August/1955,0.02
3037,Global,01,August,1956,01/August/1956,-0.26
3038,Global,01,August,1957,01/August/1957,0.15
3039,Global,01,August,1958,01/August/1958,-0.05
3040,Global,01,August,1959,01/August/1959,-0.01
3041,Global,01,August,1960,01/August/1960,0.02
3042,Global,01,August,1961,01/August/1961,0.01
3043,Global,01,August,1962,01/August/1962,-0.01
3044,Global,01,August,1963,01/August/1963,0.22
3045,Global,01,August,1964,01/August/1964,-0.22
3046,Global,01,August,1965,01/August/1965,-0.04
3047,Global,01,August,1966,01/August/1966,-0.09
3048,Global,01,August,1967,01/August/1967,0.01
3049,Global,01,August,1968,01/August/1968,-0.09
3050,Global,01,August,1969,01/August/1969,0.04
3051,Global,01,August,1970,01/August/1970,-0.1
3052,Global,01,August,1971,01/August/1971,-0.01
3053,Global,01,August,1972,01/August/1972,0.16
3054,Global,01,August,1973,01/August/1973,0.05
3055,Global,01,August,1974,01/August/1974,0.11
3056,Global,01,August,1975,01/August/1975,-0.17
3057,Global,01,August,1976,01/August/1976,-0.12
3058,Global,01,August,1977,01/August/1977,0.18
3059,Global,01,August,1978,01/August/1978,-0.13
3060,Global,01,August,1979,01/August/1979,0.17
3061,Global,01,August,1980,01/August/1980,0.19
3062,Global,01,August,1981,01/August/1981,0.35
3063,Global,01,August,1982,01/August/1982,0.04
3064,Global,01,August,1983,01/August/1983,0.35
3065,Global,01,August,1984,01/August/1984,0.19
3066,Global,01,August,1985,01/August/1985,0.17
3067,Global,01,August,1986,01/August/1986,0.16
3068,Global,01,August,1987,01/August/1987,0.25
3069,Global,01,August,1988,01/August/1988,0.39
3070,Global,01,August,1989,01/August/1989,0.33
3071,Global,01,August,1990,01/August/1990,0.34
3072,Global,01,August,1991,01/August/1991,0.39
3073,Global,01,August,1992,01/August/1992,0.08
3074,Global,01,August,1993,01/August/1993,0.11
3075,Global,01,August,1994,01/August/1994,0.22
3076,Global,01,August,1995,01/August/1995,0.45
3077,Global,01,August,1996,01/August/1996,0.48
3078,Global,01,August,1997,01/August/1997,0.42
3079,Global,01,August,1998,01/August/1998,0.66
3080,Global,01,August,1999,01/August/1999,0.32
3081,Global,01,August,2000,01/August/2000,0.42
3082,Global,01,August,2001,01/August/2001,0.5
3083,Global,01,August,2002,01/August/2002,0.53
3084,Global,01,August,2003,01/August/2003,0.65
3085,Global,01,August,2004,01/August/2004,0.47
3086,Global,01,August,2005,01/August/2005,0.62
3087,Global,01,August,2006,01/August/2006,0.71
3088,Global,01,August,2007,01/August/2007,0.6
3089,Global,01,August,2008,01/August/2008,0.47
3090,Global,01,August,2009,01/August/2009,0.68
3091,Global,01,August,2010,01/August/2010,0.68
3092,Global,01,August,2011,01/August/2011,0.75
3093,Global,01,August,2012,01/August/2012,0.63
3094,Global,01,August,2013,01/August/2013,0.7
3095,Global,01,August,2014,01/August/2014,0.82
3096,Global,01,August,2015,01/August/2015,0.81
3097,Global,01,August,2016,01/August/2016,1.02
3098,Global,01,August,2017,01/August/2017,0.87
3099,Global,01,August,2018,01/August/2018,0.76
3100,Global,01,August,2019,01/August/2019,0.94
3101,Global,01,August,2020,01/August/2020,0.87
3102,Northern,01,August,1880,01/August/1880,-0.24
3103,Northern,01,August,1881,01/August/1881,-0.02
3104,Northern,01,August,1882,01/August/1882,-0.13
3105,Northern,01,August,1883,01/August/1883,-0.2
3106,Northern,01,August,1884,01/August/1884,-0.5
3107,Northern,01,August,1885,01/August/1885,-0.4
3108,Northern,01,August,1886,01/August/1886,-0.42
3109,Northern,01,August,1887,01/August/1887,-0.53
3110,Northern,01,August,1888,01/August/1888,-0.2
3111,Northern,01,August,1889,01/August/1889,-0.2
3112,Northern,01,August,1890,01/August/1890,-0.38
3113,Northern,01,August,1891,01/August/1891,-0.12
3114,Northern,01,August,1892,01/August/1892,-0.32
3115,Northern,01,August,1893,01/August/1893,-0.33
3116,Northern,01,August,1894,01/August/1894,-0.26
3117,Northern,01,August,1895,01/August/1895,-0.26
3118,Northern,01,August,1896,01/August/1896,-0.1
3119,Northern,01,August,1897,01/August/1897,-0.06
3120,Northern,01,August,1898,01/August/1898,-0.16
3121,Northern,01,August,1899,01/August/1899,-0.06
3122,Northern,01,August,1900,01/August/1900,-0.07
3123,Northern,01,August,1901,01/August/1901,-0.15
3124,Northern,01,August,1902,01/August/1902,-0.26
3125,Northern,01,August,1903,01/August/1903,-0.53
3126,Northern,01,August,1904,01/August/1904,-0.53
3127,Northern,01,August,1905,01/August/1905,-0.22
3128,Northern,01,August,1906,01/August/1906,-0.15
3129,Northern,01,August,1907,01/August/1907,-0.37
3130,Northern,01,August,1908,01/August/1908,-0.56
3131,Northern,01,August,1909,01/August/1909,-0.34
3132,Northern,01,August,1910,01/August/1910,-0.38
3133,Northern,01,August,1911,01/August/1911,-0.43
3134,Northern,01,August,1912,01/August/1912,-0.76
3135,Northern,01,August,1913,01/August/1913,-0.45
3136,Northern,01,August,1914,01/August/1914,-0.27
3137,Northern,01,August,1915,01/August/1915,-0.15
3138,Northern,01,August,1916,01/August/1916,-0.36
3139,Northern,01,August,1917,01/August/1917,-0.39
3140,Northern,01,August,1918,01/August/1918,-0.36
3141,Northern,01,August,1919,01/August/1919,-0.3
3142,Northern,01,August,1920,01/August/1920,-0.32
3143,Northern,01,August,1921,01/August/1921,-0.29
3144,Northern,01,August,1922,01/August/1922,-0.36
3145,Northern,01,August,1923,01/August/1923,-0.27
3146,Northern,01,August,1924,01/August/1924,-0.26
3147,Northern,01,August,1925,01/August/1925,-0.18
3148,Northern,01,August,1926,01/August/1926,-0.05
3149,Northern,01,August,1927,01/August/1927,-0.16
3150,Northern,01,August,1928,01/August/1928,-0.19
3151,Northern,01,August,1929,01/August/1929,-0.19
3152,Northern,01,August,1930,01/August/1930,0.02
3153,Northern,01,August,1931,01/August/1931,0.09
3154,Northern,01,August,1932,01/August/1932,-0.08
3155,Northern,01,August,1933,01/August/1933,-0.14
3156,Northern,01,August,1934,01/August/1934,-0.1
3157,Northern,01,August,1935,01/August/1935,-0.07
3158,Northern,01,August,1936,01/August/1936,0.03
3159,Northern,01,August,1937,01/August/1937,0.15
3160,Northern,01,August,1938,01/August/1938,0.08
3161,Northern,01,August,1939,01/August/1939,0.08
3162,Northern,01,August,1940,01/August/1940,0.07
3163,Northern,01,August,1941,01/August/1941,0.19
3164,Northern,01,August,1942,01/August/1942,-0.08
3165,Northern,01,August,1943,01/August/1943,0.1
3166,Northern,01,August,1944,01/August/1944,0.16
3167,Northern,01,August,1945,01/August/1945,0.28
3168,Northern,01,August,1946,01/August/1946,-0.1
3169,Northern,01,August,1947,01/August/1947,-0.04
3170,Northern,01,August,1948,01/August/1948,0.03
3171,Northern,01,August,1949,01/August/1949,-0.04
3172,Northern,01,August,1950,01/August/1950,-0.2
3173,Northern,01,August,1951,01/August/1951,0.22
3174,Northern,01,August,1952,01/August/1952,0.07
3175,Northern,01,August,1953,01/August/1953,0.18
3176,Northern,01,August,1954,01/August/1954,-0.01
3177,Northern,01,August,1955,01/August/1955,0.06
3178,Northern,01,August,1956,01/August/1956,-0.28
3179,Northern,01,August,1957,01/August/1957,0.16
3180,Northern,01,August,1958,01/August/1958,0.13
3181,Northern,01,August,1959,01/August/1959,0.09
3182,Northern,01,August,1960,01/August/1960,0.11
3183,Northern,01,August,1961,01/August/1961,0.05
3184,Northern,01,August,1962,01/August/1962,0.04
3185,Northern,01,August,1963,01/August/1963,0.14
3186,Northern,01,August,1964,01/August/1964,-0.23
3187,Northern,01,August,1965,01/August/1965,-0.2
3188,Northern,01,August,1966,01/August/1966,0.14
3189,Northern,01,August,1967,01/August/1967,0.06
3190,Northern,01,August,1968,01/August/1968,-0.08
3191,Northern,01,August,1969,01/August/1969,0.05
3192,Northern,01,August,1970,01/August/1970,-0.05
3193,Northern,01,August,1971,01/August/1971,-0.16
3194,Northern,01,August,1972,01/August/1972,-0.09
3195,Northern,01,August,1973,01/August/1973,0.03
3196,Northern,01,August,1974,01/August/1974,-0.11
3197,Northern,01,August,1975,01/August/1975,-0.13
3198,Northern,01,August,1976,01/August/1976,-0.21
3199,Northern,01,August,1977,01/August/1977,0.02
3200,Northern,01,August,1978,01/August/1978,-0.14
3201,Northern,01,August,1979,01/August/1979,0.04
3202,Northern,01,August,1980,01/August/1980,0.09
3203,Northern,01,August,1981,01/August/1981,0.16
3204,Northern,01,August,1982,01/August/1982,-0.07
3205,Northern,01,August,1983,01/August/1983,0.26
3206,Northern,01,August,1984,01/August/1984,0.06
3207,Northern,01,August,1985,01/August/1985,-0.02
3208,Northern,01,August,1986,01/August/1986,0.04
3209,Northern,01,August,1987,01/August/1987,0.27
3210,Northern,01,August,1988,01/August/1988,0.26
3211,Northern,01,August,1989,01/August/1989,0.26
3212,Northern,01,August,1990,01/August/1990,0.41
3213,Northern,01,August,1991,01/August/1991,0.35
3214,Northern,01,August,1992,01/August/1992,-0.07
3215,Northern,01,August,1993,01/August/1993,0.03
3216,Northern,01,August,1994,01/August/1994,0.33
3217,Northern,01,August,1995,01/August/1995,0.54
3218,Northern,01,August,1996,01/August/1996,0.19
3219,Northern,01,August,1997,01/August/1997,0.48
3220,Northern,01,August,1998,01/August/1998,0.72
3221,Northern,01,August,1999,01/August/1999,0.31
3222,Northern,01,August,2000,01/August/2000,0.47
3223,Northern,01,August,2001,01/August/2001,0.68
3224,Northern,01,August,2002,01/August/2002,0.55
3225,Northern,01,August,2003,01/August/2003,0.86
3226,Northern,01,August,2004,01/August/2004,0.55
3227,Northern,01,August,2005,01/August/2005,0.7
3228,Northern,01,August,2006,01/August/2006,0.69
3229,Northern,01,August,2007,01/August/2007,0.73
3230,Northern,01,August,2008,01/August/2008,0.6
3231,Northern,01,August,2009,01/August/2009,0.72
3232,Northern,01,August,2010,01/August/2010,0.87
3233,Northern,01,August,2011,01/August/2011,0.71
3234,Northern,01,August,2012,01/August/2012,0.76
3235,Northern,01,August,2013,01/August/2013,0.74
3236,Northern,01,August,2014,01/August/2014,0.91
3237,Northern,01,August,2015,01/August/2015,1.02
3238,Northern,01,August,2016,01/August/2016,1.13
3239,Northern,01,August,2017,01/August/2017,1.02
3240,Northern,01,August,2018,01/August/2018,0.87
3241,Northern,01,August,2019,01/August/2019,1.1
3242,Northern,01,August,2020,01/August/2020,1.14
3243,Southern,01,August,1880,01/August/1880,0.07
3244,Southern,01,August,1881,01/August/1881,-0.02
3245,Southern,01,August,1882,01/August/1882,0.02
3246,Southern,01,August,1883,01/August/1883,-0.05
3247,Southern,01,August,1884,01/August/1884,-0.06
3248,Southern,01,August,1885,01/August/1885,-0.22
3249,Southern,01,August,1886,01/August/1886,-0.18
3250,Southern,01,August,1887,01/August/1887,-0.16
3251,Southern,01,August,1888,01/August/1888,-0.1
3252,Southern,01,August,1889,01/August/1889,-0.2
3253,Southern,01,August,1890,01/August/1890,-0.39
3254,Southern,01,August,1891,01/August/1891,-0.22
3255,Southern,01,August,1892,01/August/1892,-0.21
3256,Southern,01,August,1893,01/August/1893,-0.17
3257,Southern,01,August,1894,01/August/1894,-0.2
3258,Southern,01,August,1895,01/August/1895,-0.06
3259,Southern,01,August,1896,01/August/1896,0.01
3260,Southern,01,August,1897,01/August/1897,-0.11
3261,Southern,01,August,1898,01/August/1898,-0.35
3262,Southern,01,August,1899,01/August/1899,-0.1
3263,Southern,01,August,1900,01/August/1900,-0.07
3264,Southern,01,August,1901,01/August/1901,-0.24
3265,Southern,01,August,1902,01/August/1902,-0.3
3266,Southern,01,August,1903,01/August/1903,-0.35
3267,Southern,01,August,1904,01/August/1904,-0.43
3268,Southern,01,August,1905,01/August/1905,-0.16
3269,Southern,01,August,1906,01/August/1906,-0.22
3270,Southern,01,August,1907,01/August/1907,-0.29
3271,Southern,01,August,1908,01/August/1908,-0.35
3272,Southern,01,August,1909,01/August/1909,-0.32
3273,Southern,01,August,1910,01/August/1910,-0.33
3274,Southern,01,August,1911,01/August/1911,-0.44
3275,Southern,01,August,1912,01/August/1912,-0.29
3276,Southern,01,August,1913,01/August/1913,-0.2
3277,Southern,01,August,1914,01/August/1914,-0.04
3278,Southern,01,August,1915,01/August/1915,-0.26
3279,Southern,01,August,1916,01/August/1916,-0.19
3280,Southern,01,August,1917,01/August/1917,-0.06
3281,Southern,01,August,1918,01/August/1918,-0.26
3282,Southern,01,August,1919,01/August/1919,-0.36
3283,Southern,01,August,1920,01/August/1920,-0.2
3284,Southern,01,August,1921,01/August/1921,-0.21
3285,Southern,01,August,1922,01/August/1922,-0.29
3286,Southern,01,August,1923,01/August/1923,-0.37
3287,Southern,01,August,1924,01/August/1924,-0.45
3288,Southern,01,August,1925,01/August/1925,-0.2
3289,Southern,01,August,1926,01/August/1926,-0.18
3290,Southern,01,August,1927,01/August/1927,-0.3
3291,Southern,01,August,1928,01/August/1928,-0.25
3292,Southern,01,August,1929,01/August/1929,-0.43
3293,Southern,01,August,1930,01/August/1930,-0.3
3294,Southern,01,August,1931,01/August/1931,-0.16
3295,Southern,01,August,1932,01/August/1932,-0.35
3296,Southern,01,August,1933,01/August/1933,-0.33
3297,Southern,01,August,1934,01/August/1934,-0.13
